group,id,course,semester,grade
1,677,History of Feudal Japan,2,5.5
1,677,Kenjutsu and Swordsmanship,2,8.5
1,677,Kenjutsu and Swordsmanship,2,15.2
1,677,Kenjutsu and Swordsmanship,2,14.3
1,677,Ninjutsu and Stealth Arts,1,8.5
1,677,Ninjutsu and Stealth Arts,1,12.5
1,677,Ninjutsu and Stealth Arts,1,12
1,677,Ninjutsu and Stealth Arts,1,12
1,677,Ninjutsu and Stealth Arts,1,10
1,677,Ninjutsu and Stealth Arts,1,12
1,677,Onmyodo and Occult Arts,1,15
1,677,Onmyodo and Occult Arts,1,10.5
1,677,Onmyodo and Occult Arts,1,15
1,677,Onmyodo and Occult Arts,1,11.5
1,677,Onmyodo and Occult Arts,1,8
1,677,Onmyodo and Occult Arts,1,14
1,677,Shinto and Buddhist Philosophy,2,15.5
1,677,Shinto and Buddhist Philosophy,2,15
1,677,Shinto and Buddhist Philosophy,2,11.25
1,677,Shinto and Buddhist Philosophy,2,19
1,677,Shinto and Buddhist Philosophy,2,18.25
1,677,Shinto and Buddhist Philosophy,2,14.5
1,677,Strategy and Tactics,2,10.5
1,677,Strategy and Tactics,2,16
1,677,Strategy and Tactics,2,5.5
1,677,Tea Ceremony and Zen Meditation,1,8.75
1,677,Tea Ceremony and Zen Meditation,1,6.25
1,677,Tea Ceremony and Zen Meditation,1,10.5
1,677,Tea Ceremony and Zen Meditation,1,7.25
1,677,Tea Ceremony and Zen Meditation,1,5.5
1,697,Archery and Marksmanship,1,8
1,697,Archery and Marksmanship,1,8
1,697,Archery and Marksmanship,1,9
1,697,Archery and Marksmanship,1,6.5
1,697,Bushido and Samurai Code,1,11.75
1,697,Bushido and Samurai Code,1,13.25
1,697,Bushido and Samurai Code,1,9
1,697,Bushido and Samurai Code,1,10.25
1,697,Bushido and Samurai Code,1,14.25
1,697,Bushido and Samurai Code,1,12.25
1,697,Calligraphy and Poetry,2,10.25
1,697,Calligraphy and Poetry,2,10.25
1,697,Calligraphy and Poetry,2,12.5
1,697,Calligraphy and Poetry,2,9.75
1,697,Calligraphy and Poetry,2,8.75
1,697,History of Feudal Japan,2,6.5
1,697,History of Feudal Japan,2,7.5
1,697,History of Feudal Japan,2,12
1,697,Kenjutsu and Swordsmanship,2,13.8
1,697,Kenjutsu and Swordsmanship,2,14.7
1,697,Kenjutsu and Swordsmanship,2,17.4
1,697,Ninjutsu and Stealth Arts,1,9.5
1,697,Ninjutsu and Stealth Arts,1,8.5
1,697,Ninjutsu and Stealth Arts,1,10
1,697,Ninjutsu and Stealth Arts,1,10.5
1,697,Ninjutsu and Stealth Arts,1,8.5
1,697,Ninjutsu and Stealth Arts,1,6.5
1,697,Ninjutsu and Stealth Arts,1,11.5
1,697,Onmyodo and Occult Arts,1,9
1,697,Onmyodo and Occult Arts,1,8.5
1,697,Onmyodo and Occult Arts,1,15.5
1,697,Onmyodo and Occult Arts,1,12.5
1,697,Onmyodo and Occult Arts,1,11
1,697,Onmyodo and Occult Arts,1,12
1,697,Shinto and Buddhist Philosophy,2,20
1,697,Shinto and Buddhist Philosophy,2,18
1,697,Shinto and Buddhist Philosophy,2,15.25
1,697,Shinto and Buddhist Philosophy,2,20
1,697,Shinto and Buddhist Philosophy,2,14
1,697,Shinto and Buddhist Philosophy,2,16.25
1,697,Strategy and Tactics,2,11
1,697,Strategy and Tactics,2,10.5
1,697,Strategy and Tactics,2,9.5
1,697,Tea Ceremony and Zen Meditation,1,8.75
1,697,Tea Ceremony and Zen Meditation,1,6
1,697,Tea Ceremony and Zen Meditation,1,7.75
1,697,Tea Ceremony and Zen Meditation,1,8.25
1,697,Tea Ceremony and Zen Meditation,1,8
1,712,Archery and Marksmanship,1,6
1,712,Archery and Marksmanship,1,4.75
1,712,Archery and Marksmanship,1,5
1,712,Archery and Marksmanship,1,4.25
1,712,Archery and Marksmanship,1,6.5
1,712,Bushido and Samurai Code,1,13.25
1,712,Bushido and Samurai Code,1,14.75
1,712,Bushido and Samurai Code,1,12.5
1,712,Bushido and Samurai Code,1,15
1,712,Bushido and Samurai Code,1,11.25
1,712,Bushido and Samurai Code,1,11.5
1,712,Bushido and Samurai Code,1,11.75
1,712,Calligraphy and Poetry,2,10.5
1,712,Calligraphy and Poetry,2,9.5
1,712,Calligraphy and Poetry,2,11.5
1,712,Calligraphy and Poetry,2,10
1,712,Calligraphy and Poetry,2,10.75
1,712,Calligraphy and Poetry,2,10
1,712,History of Feudal Japan,2,6
1,712,History of Feudal Japan,2,3
1,712,History of Feudal Japan,2,5.5
1,712,Kenjutsu and Swordsmanship,2,14.4
1,712,Kenjutsu and Swordsmanship,2,10.5
1,712,Kenjutsu and Swordsmanship,2,18.9
1,712,Ninjutsu and Stealth Arts,1,11.5
1,712,Ninjutsu and Stealth Arts,1,11.5
1,712,Ninjutsu and Stealth Arts,1,12
1,712,Ninjutsu and Stealth Arts,1,10.5
1,712,Ninjutsu and Stealth Arts,1,7.5
1,712,Ninjutsu and Stealth Arts,1,8.5
1,712,Ninjutsu and Stealth Arts,1,13.5
1,712,Onmyodo and Occult Arts,1,13
1,712,Onmyodo and Occult Arts,1,13
1,712,Onmyodo and Occult Arts,1,9.5
1,712,Onmyodo and Occult Arts,1,14
1,712,Onmyodo and Occult Arts,1,15
1,712,Onmyodo and Occult Arts,1,9
1,712,Shinto and Buddhist Philosophy,2,13.5
1,712,Shinto and Buddhist Philosophy,2,14.25
1,712,Shinto and Buddhist Philosophy,2,12.25
1,712,Shinto and Buddhist Philosophy,2,14.25
1,712,Shinto and Buddhist Philosophy,2,11
1,712,Shinto and Buddhist Philosophy,2,20
1,712,Strategy and Tactics,2,8.5
1,712,Strategy and Tactics,2,8.5
1,712,Strategy and Tactics,2,9
1,712,Tea Ceremony and Zen Meditation,1,7.5
1,712,Tea Ceremony and Zen Meditation,1,6.5
1,712,Tea Ceremony and Zen Meditation,1,8.5
1,712,Tea Ceremony and Zen Meditation,1,7.75
1,712,Tea Ceremony and Zen Meditation,1,9.5
1,720,Archery and Marksmanship,1,4.25
1,720,Archery and Marksmanship,1,7.5
1,720,Archery and Marksmanship,1,3.5
1,720,Archery and Marksmanship,1,8.25
1,720,Bushido and Samurai Code,1,12.25
1,720,Bushido and Samurai Code,1,14.25
1,720,Bushido and Samurai Code,1,11.75
1,720,Bushido and Samurai Code,1,9.5
1,720,Bushido and Samurai Code,1,11
1,720,Bushido and Samurai Code,1,14.5
1,720,Bushido and Samurai Code,1,16.75
1,720,Bushido and Samurai Code,1,10.25
1,720,Calligraphy and Poetry,2,11.5
1,720,Calligraphy and Poetry,2,11
1,720,Calligraphy and Poetry,2,9.75
1,720,Calligraphy and Poetry,2,10
1,720,Calligraphy and Poetry,2,11.5
1,720,Calligraphy and Poetry,2,11
1,720,History of Feudal Japan,2,12
1,720,History of Feudal Japan,2,11
1,720,History of Feudal Japan,2,14.5
1,720,Kenjutsu and Swordsmanship,2,10.4
1,720,Kenjutsu and Swordsmanship,2,12.4
1,720,Kenjutsu and Swordsmanship,2,14.9
1,720,Ninjutsu and Stealth Arts,1,11
1,720,Ninjutsu and Stealth Arts,1,11
1,720,Ninjutsu and Stealth Arts,1,11.5
1,720,Ninjutsu and Stealth Arts,1,8.5
1,720,Ninjutsu and Stealth Arts,1,11
1,720,Ninjutsu and Stealth Arts,1,11.5
1,720,Ninjutsu and Stealth Arts,1,10.5
1,720,Onmyodo and Occult Arts,1,10
1,720,Onmyodo and Occult Arts,1,12
1,720,Onmyodo and Occult Arts,1,10.5
1,720,Onmyodo and Occult Arts,1,14
1,720,Onmyodo and Occult Arts,1,10.5
1,720,Onmyodo and Occult Arts,1,14
1,720,Shinto and Buddhist Philosophy,2,11.5
1,720,Shinto and Buddhist Philosophy,2,13.75
1,720,Shinto and Buddhist Philosophy,2,10
1,720,Shinto and Buddhist Philosophy,2,10
1,720,Shinto and Buddhist Philosophy,2,13
1,720,Shinto and Buddhist Philosophy,2,11.75
1,720,Strategy and Tactics,2,11
1,720,Strategy and Tactics,2,14.5
1,720,Strategy and Tactics,2,11
1,720,Tea Ceremony and Zen Meditation,1,7.25
1,720,Tea Ceremony and Zen Meditation,1,7.25
1,720,Tea Ceremony and Zen Meditation,1,6.5
1,720,Tea Ceremony and Zen Meditation,1,5.25
1,720,Tea Ceremony and Zen Meditation,1,6.5
1,723,Archery and Marksmanship,1,10.75
1,723,Archery and Marksmanship,1,11.25
1,723,Archery and Marksmanship,1,10
1,723,Archery and Marksmanship,1,7.75
1,723,Archery and Marksmanship,1,10.25
1,723,Bushido and Samurai Code,1,11.5
1,723,Bushido and Samurai Code,1,11
1,723,Bushido and Samurai Code,1,10.5
1,723,Bushido and Samurai Code,1,11.75
1,723,Bushido and Samurai Code,1,10.5
1,723,Bushido and Samurai Code,1,15.5
1,723,Bushido and Samurai Code,1,11.75
1,723,Calligraphy and Poetry,2,10.25
1,723,Calligraphy and Poetry,2,10.25
1,723,Calligraphy and Poetry,2,10
1,723,Calligraphy and Poetry,2,9
1,723,Calligraphy and Poetry,2,13.5
1,723,Calligraphy and Poetry,2,9.5
1,723,History of Feudal Japan,2,8.5
1,723,History of Feudal Japan,2,6.5
1,723,History of Feudal Japan,2,9
1,723,Kenjutsu and Swordsmanship,2,15.5
1,723,Kenjutsu and Swordsmanship,2,5.5
1,723,Kenjutsu and Swordsmanship,2,5
1,723,Ninjutsu and Stealth Arts,1,9.5
1,723,Ninjutsu and Stealth Arts,1,12
1,723,Ninjutsu and Stealth Arts,1,6
1,723,Ninjutsu and Stealth Arts,1,17
1,723,Ninjutsu and Stealth Arts,1,10
1,723,Ninjutsu and Stealth Arts,1,11.5
1,723,Ninjutsu and Stealth Arts,1,8
1,723,Onmyodo and Occult Arts,1,11
1,723,Onmyodo and Occult Arts,1,10
1,723,Onmyodo and Occult Arts,1,9
1,723,Onmyodo and Occult Arts,1,12.5
1,723,Onmyodo and Occult Arts,1,12
1,723,Onmyodo and Occult Arts,1,13.5
1,723,Shinto and Buddhist Philosophy,2,14
1,723,Shinto and Buddhist Philosophy,2,12.5
1,723,Shinto and Buddhist Philosophy,2,14.75
1,723,Shinto and Buddhist Philosophy,2,18
1,723,Shinto and Buddhist Philosophy,2,18.75
1,723,Shinto and Buddhist Philosophy,2,19.25
1,723,Strategy and Tactics,2,14
1,723,Strategy and Tactics,2,11
1,723,Strategy and Tactics,2,12.5
1,723,Tea Ceremony and Zen Meditation,1,7.75
1,723,Tea Ceremony and Zen Meditation,1,5.5
1,723,Tea Ceremony and Zen Meditation,1,6
1,723,Tea Ceremony and Zen Meditation,1,5.25
1,723,Tea Ceremony and Zen Meditation,1,7
1,733,Archery and Marksmanship,1,7.75
1,733,Archery and Marksmanship,1,4.75
1,733,Archery and Marksmanship,1,8.5
1,733,Archery and Marksmanship,1,3.75
1,733,Archery and Marksmanship,1,3.5
1,733,Bushido and Samurai Code,1,10.25
1,733,Bushido and Samurai Code,1,14.25
1,733,Bushido and Samurai Code,1,16.75
1,733,Bushido and Samurai Code,1,12
1,733,Bushido and Samurai Code,1,9.75
1,733,Bushido and Samurai Code,1,11
1,733,Bushido and Samurai Code,1,13.25
1,733,Bushido and Samurai Code,1,15
1,733,Calligraphy and Poetry,2,10.25
1,733,Calligraphy and Poetry,2,11.5
1,733,Calligraphy and Poetry,2,11.75
1,733,Calligraphy and Poetry,2,11
1,733,Calligraphy and Poetry,2,10.75
1,733,Calligraphy and Poetry,2,9.5
1,733,History of Feudal Japan,2,13.5
1,733,History of Feudal Japan,2,4
1,733,History of Feudal Japan,2,10
1,733,Kenjutsu and Swordsmanship,2,20
1,733,Kenjutsu and Swordsmanship,2,16.9
1,733,Kenjutsu and Swordsmanship,2,17.1
1,733,Ninjutsu and Stealth Arts,1,11.5
1,733,Ninjutsu and Stealth Arts,1,13.5
1,733,Ninjutsu and Stealth Arts,1,8.5
1,733,Ninjutsu and Stealth Arts,1,12
1,733,Ninjutsu and Stealth Arts,1,12
1,733,Ninjutsu and Stealth Arts,1,16
1,733,Ninjutsu and Stealth Arts,1,8
1,733,Onmyodo and Occult Arts,1,15
1,733,Onmyodo and Occult Arts,1,10
1,733,Onmyodo and Occult Arts,1,12
1,733,Onmyodo and Occult Arts,1,12
1,733,Onmyodo and Occult Arts,1,12
1,733,Onmyodo and Occult Arts,1,14.5
1,733,Shinto and Buddhist Philosophy,2,18.25
1,733,Shinto and Buddhist Philosophy,2,13.25
1,733,Shinto and Buddhist Philosophy,2,13.75
1,733,Shinto and Buddhist Philosophy,2,11.25
1,733,Shinto and Buddhist Philosophy,2,17.5
1,733,Shinto and Buddhist Philosophy,2,8
1,733,Strategy and Tactics,2,7.5
1,733,Strategy and Tactics,2,17
1,733,Strategy and Tactics,2,11.5
1,733,Tea Ceremony and Zen Meditation,1,4
1,733,Tea Ceremony and Zen Meditation,1,7.75
1,733,Tea Ceremony and Zen Meditation,1,9.5
1,733,Tea Ceremony and Zen Meditation,1,8.75
1,733,Tea Ceremony and Zen Meditation,1,8.25
1,753,Archery and Marksmanship,1,5
1,753,Archery and Marksmanship,1,8.25
1,753,Archery and Marksmanship,1,6.5
1,753,Archery and Marksmanship,1,4.75
1,753,Archery and Marksmanship,1,3
1,753,Bushido and Samurai Code,1,13.25
1,753,Bushido and Samurai Code,1,10.75
1,753,Bushido and Samurai Code,1,10.5
1,753,Bushido and Samurai Code,1,11
1,753,Bushido and Samurai Code,1,10
1,753,Bushido and Samurai Code,1,13.75
1,753,Bushido and Samurai Code,1,12.25
1,753,Calligraphy and Poetry,2,11.75
1,753,Calligraphy and Poetry,2,8
1,753,Calligraphy and Poetry,2,8.25
1,753,Calligraphy and Poetry,2,9.5
1,753,Calligraphy and Poetry,2,8.75
1,753,Calligraphy and Poetry,2,10
1,753,History of Feudal Japan,2,12.5
1,753,History of Feudal Japan,2,13.5
1,753,History of Feudal Japan,2,13
1,753,Kenjutsu and Swordsmanship,2,14.6
1,753,Kenjutsu and Swordsmanship,2,13.8
1,753,Ninjutsu and Stealth Arts,1,6.5
1,753,Ninjutsu and Stealth Arts,1,11.5
1,753,Ninjutsu and Stealth Arts,1,11
1,753,Ninjutsu and Stealth Arts,1,13.5
1,753,Ninjutsu and Stealth Arts,1,7
1,753,Ninjutsu and Stealth Arts,1,11
1,753,Ninjutsu and Stealth Arts,1,6.5
1,753,Onmyodo and Occult Arts,1,9.5
1,753,Onmyodo and Occult Arts,1,9.5
1,753,Onmyodo and Occult Arts,1,11
1,753,Onmyodo and Occult Arts,1,8.5
1,753,Onmyodo and Occult Arts,1,10
1,753,Onmyodo and Occult Arts,1,15.5
1,753,Shinto and Buddhist Philosophy,2,13.25
1,753,Shinto and Buddhist Philosophy,2,10.5
1,753,Shinto and Buddhist Philosophy,2,20
1,753,Shinto and Buddhist Philosophy,2,14.75
1,753,Shinto and Buddhist Philosophy,2,15.75
1,753,Shinto and Buddhist Philosophy,2,11
1,753,Strategy and Tactics,2,7.5
1,753,Strategy and Tactics,2,12.5
1,753,Strategy and Tactics,2,11
1,753,Tea Ceremony and Zen Meditation,1,6.5
1,753,Tea Ceremony and Zen Meditation,1,7.25
1,753,Tea Ceremony and Zen Meditation,1,8.25
1,753,Tea Ceremony and Zen Meditation,1,7.25
1,753,Tea Ceremony and Zen Meditation,1,6.75
1,769,Archery and Marksmanship,1,11
1,769,Archery and Marksmanship,1,6.5
1,769,Archery and Marksmanship,1,6.5
1,769,Archery and Marksmanship,1,5.75
1,769,Archery and Marksmanship,1,9
1,769,Bushido and Samurai Code,1,15
1,769,Bushido and Samurai Code,1,10.75
1,769,Bushido and Samurai Code,1,10.25
1,769,Bushido and Samurai Code,1,12.5
1,769,Bushido and Samurai Code,1,13
1,769,Bushido and Samurai Code,1,10.75
1,769,Bushido and Samurai Code,1,10.5
1,769,Calligraphy and Poetry,2,12.75
1,769,Calligraphy and Poetry,2,10
1,769,Calligraphy and Poetry,2,7
1,769,Calligraphy and Poetry,2,10.25
1,769,Calligraphy and Poetry,2,11.75
1,769,Calligraphy and Poetry,2,10.5
1,769,History of Feudal Japan,2,10
1,769,History of Feudal Japan,2,8.5
1,769,Kenjutsu and Swordsmanship,2,11.7
1,769,Kenjutsu and Swordsmanship,2,15.5
1,769,Kenjutsu and Swordsmanship,2,13.6
1,769,Ninjutsu and Stealth Arts,1,10.5
1,769,Ninjutsu and Stealth Arts,1,10.5
1,769,Ninjutsu and Stealth Arts,1,13.5
1,769,Ninjutsu and Stealth Arts,1,14.5
1,769,Ninjutsu and Stealth Arts,1,9.5
1,769,Ninjutsu and Stealth Arts,1,9
1,769,Ninjutsu and Stealth Arts,1,8.5
1,769,Onmyodo and Occult Arts,1,14
1,769,Onmyodo and Occult Arts,1,12.5
1,769,Onmyodo and Occult Arts,1,12.5
1,769,Onmyodo and Occult Arts,1,14
1,769,Onmyodo and Occult Arts,1,9.5
1,769,Onmyodo and Occult Arts,1,13
1,769,Shinto and Buddhist Philosophy,2,17
1,769,Shinto and Buddhist Philosophy,2,18
1,769,Shinto and Buddhist Philosophy,2,12.75
1,769,Shinto and Buddhist Philosophy,2,14
1,769,Shinto and Buddhist Philosophy,2,12.5
1,769,Strategy and Tactics,2,9
1,769,Strategy and Tactics,2,15
1,769,Strategy and Tactics,2,10.5
1,769,Tea Ceremony and Zen Meditation,1,7.75
1,769,Tea Ceremony and Zen Meditation,1,7.25
1,769,Tea Ceremony and Zen Meditation,1,7.5
1,769,Tea Ceremony and Zen Meditation,1,7
1,769,Tea Ceremony and Zen Meditation,1,8
1,775,Archery and Marksmanship,1,7.75
1,775,Archery and Marksmanship,1,7.5
1,775,Archery and Marksmanship,1,8
1,775,Archery and Marksmanship,1,5.25
1,775,Archery and Marksmanship,1,9.25
1,775,Bushido and Samurai Code,1,11.75
1,775,Bushido and Samurai Code,1,9.75
1,775,Bushido and Samurai Code,1,9.75
1,775,Bushido and Samurai Code,1,12.5
1,775,Bushido and Samurai Code,1,16.5
1,775,Bushido and Samurai Code,1,14.25
1,775,Bushido and Samurai Code,1,16.25
1,775,Bushido and Samurai Code,1,11.25
1,775,Calligraphy and Poetry,2,10.75
1,775,Calligraphy and Poetry,2,11.5
1,775,Calligraphy and Poetry,2,12.25
1,775,Calligraphy and Poetry,2,13.25
1,775,Calligraphy and Poetry,2,9.75
1,775,History of Feudal Japan,2,10.5
1,775,History of Feudal Japan,2,13.5
1,775,History of Feudal Japan,2,7
1,775,Kenjutsu and Swordsmanship,2,15.3
1,775,Kenjutsu and Swordsmanship,2,12.3
1,775,Kenjutsu and Swordsmanship,2,8.5
1,775,Ninjutsu and Stealth Arts,1,12
1,775,Ninjutsu and Stealth Arts,1,12.5
1,775,Ninjutsu and Stealth Arts,1,8
1,775,Ninjutsu and Stealth Arts,1,12.5
1,775,Ninjutsu and Stealth Arts,1,14
1,775,Ninjutsu and Stealth Arts,1,10
1,775,Ninjutsu and Stealth Arts,1,12
1,775,Onmyodo and Occult Arts,1,11
1,775,Onmyodo and Occult Arts,1,10.5
1,775,Onmyodo and Occult Arts,1,11.5
1,775,Onmyodo and Occult Arts,1,14.5
1,775,Onmyodo and Occult Arts,1,6
1,775,Shinto and Buddhist Philosophy,2,10.25
1,775,Shinto and Buddhist Philosophy,2,12.75
1,775,Shinto and Buddhist Philosophy,2,16.75
1,775,Shinto and Buddhist Philosophy,2,15.25
1,775,Shinto and Buddhist Philosophy,2,14
1,775,Strategy and Tactics,2,14
1,775,Strategy and Tactics,2,14
1,775,Strategy and Tactics,2,8
1,775,Tea Ceremony and Zen Meditation,1,8
1,775,Tea Ceremony and Zen Meditation,1,9
1,775,Tea Ceremony and Zen Meditation,1,6
1,775,Tea Ceremony and Zen Meditation,1,7.25
1,775,Tea Ceremony and Zen Meditation,1,7.75
1,779,Archery and Marksmanship,1,8.75
1,779,Archery and Marksmanship,1,9.25
1,779,Archery and Marksmanship,1,3
1,779,Archery and Marksmanship,1,5.5
1,779,Archery and Marksmanship,1,3.5
1,779,Bushido and Samurai Code,1,15
1,779,Bushido and Samurai Code,1,14.25
1,779,Bushido and Samurai Code,1,10
1,779,Bushido and Samurai Code,1,17
1,779,Bushido and Samurai Code,1,13.5
1,779,Bushido and Samurai Code,1,10.25
1,779,Bushido and Samurai Code,1,12.25
1,779,Bushido and Samurai Code,1,13.25
1,779,Calligraphy and Poetry,2,9.5
1,779,Calligraphy and Poetry,2,11
1,779,Calligraphy and Poetry,2,10.5
1,779,Calligraphy and Poetry,2,9.75
1,779,Calligraphy and Poetry,2,10.25
1,779,Calligraphy and Poetry,2,11
1,779,History of Feudal Japan,2,14
1,779,History of Feudal Japan,2,8
1,779,History of Feudal Japan,2,12.5
1,779,Kenjutsu and Swordsmanship,2,9.2
1,779,Kenjutsu and Swordsmanship,2,13.9
1,779,Kenjutsu and Swordsmanship,2,16.3
1,779,Ninjutsu and Stealth Arts,1,8
1,779,Ninjutsu and Stealth Arts,1,13
1,779,Ninjutsu and Stealth Arts,1,14.5
1,779,Ninjutsu and Stealth Arts,1,9.5
1,779,Ninjutsu and Stealth Arts,1,11
1,779,Ninjutsu and Stealth Arts,1,12
1,779,Ninjutsu and Stealth Arts,1,12.5
1,779,Onmyodo and Occult Arts,1,17
1,779,Onmyodo and Occult Arts,1,12.5
1,779,Onmyodo and Occult Arts,1,12.5
1,779,Onmyodo and Occult Arts,1,11.5
1,779,Onmyodo and Occult Arts,1,12
1,779,Onmyodo and Occult Arts,1,11.5
1,779,Shinto and Buddhist Philosophy,2,13.5
1,779,Shinto and Buddhist Philosophy,2,9.5
1,779,Shinto and Buddhist Philosophy,2,13.5
1,779,Shinto and Buddhist Philosophy,2,10.75
1,779,Shinto and Buddhist Philosophy,2,16
1,779,Shinto and Buddhist Philosophy,2,11.5
1,779,Strategy and Tactics,2,14
1,779,Strategy and Tactics,2,9
1,779,Strategy and Tactics,2,12.5
1,779,Tea Ceremony and Zen Meditation,1,6.25
1,779,Tea Ceremony and Zen Meditation,1,8
1,779,Tea Ceremony and Zen Meditation,1,8
1,779,Tea Ceremony and Zen Meditation,1,6.75
1,779,Tea Ceremony and Zen Meditation,1,8.75
1,792,Archery and Marksmanship,1,7.75
1,792,Archery and Marksmanship,1,9.5
1,792,Archery and Marksmanship,1,7.25
1,792,Archery and Marksmanship,1,8.25
1,792,Archery and Marksmanship,1,5.5
1,792,Bushido and Samurai Code,1,13.25
1,792,Bushido and Samurai Code,1,14
1,792,Bushido and Samurai Code,1,12.5
1,792,Bushido and Samurai Code,1,11.25
1,792,Bushido and Samurai Code,1,12
1,792,Bushido and Samurai Code,1,11.75
1,792,Bushido and Samurai Code,1,15.25
1,792,Bushido and Samurai Code,1,10.25
1,792,Calligraphy and Poetry,2,12.75
1,792,Calligraphy and Poetry,2,12.5
1,792,Calligraphy and Poetry,2,8.25
1,792,Calligraphy and Poetry,2,8.5
1,792,Calligraphy and Poetry,2,9.25
1,792,Calligraphy and Poetry,2,9.5
1,792,History of Feudal Japan,2,7.5
1,792,History of Feudal Japan,2,11
1,792,History of Feudal Japan,2,6.5
1,792,Kenjutsu and Swordsmanship,2,11.1
1,792,Kenjutsu and Swordsmanship,2,18.7
1,792,Kenjutsu and Swordsmanship,2,14.8
1,792,Ninjutsu and Stealth Arts,1,12
1,792,Ninjutsu and Stealth Arts,1,16
1,792,Ninjutsu and Stealth Arts,1,11
1,792,Ninjutsu and Stealth Arts,1,10
1,792,Ninjutsu and Stealth Arts,1,11
1,792,Ninjutsu and Stealth Arts,1,13
1,792,Onmyodo and Occult Arts,1,13.5
1,792,Onmyodo and Occult Arts,1,8.5
1,792,Onmyodo and Occult Arts,1,8.5
1,792,Onmyodo and Occult Arts,1,14
1,792,Onmyodo and Occult Arts,1,14
1,792,Onmyodo and Occult Arts,1,15.5
1,792,Shinto and Buddhist Philosophy,2,15.25
1,792,Shinto and Buddhist Philosophy,2,17
1,792,Shinto and Buddhist Philosophy,2,12
1,792,Shinto and Buddhist Philosophy,2,11.75
1,792,Shinto and Buddhist Philosophy,2,15.5
1,792,Shinto and Buddhist Philosophy,2,12.5
1,792,Strategy and Tactics,2,13.5
1,792,Strategy and Tactics,2,15
1,792,Strategy and Tactics,2,13.5
1,792,Tea Ceremony and Zen Meditation,1,7
1,792,Tea Ceremony and Zen Meditation,1,6.5
1,792,Tea Ceremony and Zen Meditation,1,6.5
1,792,Tea Ceremony and Zen Meditation,1,7
1,792,Tea Ceremony and Zen Meditation,1,5.5
1,797,Archery and Marksmanship,1,9.5
1,797,Archery and Marksmanship,1,4.5
1,797,Archery and Marksmanship,1,7.5
1,797,Archery and Marksmanship,1,8.5
1,797,Archery and Marksmanship,1,4.5
1,797,Bushido and Samurai Code,1,11.25
1,797,Bushido and Samurai Code,1,12.25
1,797,Bushido and Samurai Code,1,11.5
1,797,Bushido and Samurai Code,1,14.5
1,797,Bushido and Samurai Code,1,12.75
1,797,Bushido and Samurai Code,1,13.5
1,797,Bushido and Samurai Code,1,14.25
1,797,Bushido and Samurai Code,1,14.25
1,797,Calligraphy and Poetry,2,11
1,797,Calligraphy and Poetry,2,11.5
1,797,Calligraphy and Poetry,2,11.75
1,797,Calligraphy and Poetry,2,9.75
1,797,Calligraphy and Poetry,2,9
1,797,Calligraphy and Poetry,2,8.5
1,797,History of Feudal Japan,2,9.5
1,797,History of Feudal Japan,2,12
1,797,History of Feudal Japan,2,5
1,797,Kenjutsu and Swordsmanship,2,13.5
1,797,Kenjutsu and Swordsmanship,2,15
1,797,Kenjutsu and Swordsmanship,2,18.1
1,797,Ninjutsu and Stealth Arts,1,8.5
1,797,Ninjutsu and Stealth Arts,1,9.5
1,797,Ninjutsu and Stealth Arts,1,7.5
1,797,Ninjutsu and Stealth Arts,1,12
1,797,Ninjutsu and Stealth Arts,1,6
1,797,Ninjutsu and Stealth Arts,1,12
1,797,Ninjutsu and Stealth Arts,1,12
1,797,Onmyodo and Occult Arts,1,12
1,797,Onmyodo and Occult Arts,1,12.5
1,797,Onmyodo and Occult Arts,1,11
1,797,Onmyodo and Occult Arts,1,13
1,797,Onmyodo and Occult Arts,1,10.5
1,797,Onmyodo and Occult Arts,1,11
1,797,Shinto and Buddhist Philosophy,2,18
1,797,Shinto and Buddhist Philosophy,2,19.75
1,797,Shinto and Buddhist Philosophy,2,13.75
1,797,Shinto and Buddhist Philosophy,2,15
1,797,Shinto and Buddhist Philosophy,2,13
1,797,Strategy and Tactics,2,9
1,797,Strategy and Tactics,2,11
1,797,Strategy and Tactics,2,14
1,797,Tea Ceremony and Zen Meditation,1,8.25
1,797,Tea Ceremony and Zen Meditation,1,7
1,797,Tea Ceremony and Zen Meditation,1,8.25
1,797,Tea Ceremony and Zen Meditation,1,7.75
1,797,Tea Ceremony and Zen Meditation,1,9
1,833,Archery and Marksmanship,1,5.75
1,833,Archery and Marksmanship,1,7.75
1,833,Archery and Marksmanship,1,3.25
1,833,Archery and Marksmanship,1,3.5
1,833,Archery and Marksmanship,1,6
1,833,Bushido and Samurai Code,1,13
1,833,Bushido and Samurai Code,1,13
1,833,Bushido and Samurai Code,1,10.75
1,833,Bushido and Samurai Code,1,9.75
1,833,Bushido and Samurai Code,1,10
1,833,Bushido and Samurai Code,1,11
1,833,Bushido and Samurai Code,1,11.25
1,833,Bushido and Samurai Code,1,14.25
1,833,Calligraphy and Poetry,2,11.5
1,833,Calligraphy and Poetry,2,10.5
1,833,Calligraphy and Poetry,2,8.5
1,833,Calligraphy and Poetry,2,9.75
1,833,Calligraphy and Poetry,2,9.5
1,833,Calligraphy and Poetry,2,13.5
1,833,History of Feudal Japan,2,8
1,833,History of Feudal Japan,2,11.5
1,833,History of Feudal Japan,2,9.5
1,833,Kenjutsu and Swordsmanship,2,18
1,833,Kenjutsu and Swordsmanship,2,15.5
